,category,sub_category,product_item,product_name,product_price,product_per_kg/lr,shipping_cost,shipping_duration,date_time,prod_description,storage_information,manf_address,Ingredients,Calorif_val_kf,cal_val_kcal,fat,saturated_fat,carbohydrates,sugar_carbohydrates,protein,salt,product_url,product_image
2490,Lebensmittel,Konserven,Fischkonserven,Saupiquet Thunfisch Naturale ohne Öl 185G,"2,89 €","20,64 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:17:14.078582,Abtropfgewicht: 140g. Thunfisch-Stücke in Wasser,,"Verantwortliches Lebensmittelunternehmen:
Saupiquet D GmbH, Postfach 9307, 47750 Krefeld","Zutatenverzeichnis: THUNFISCH (Skipjack, Katsuwonus pelamis), Wasser, Salz.",410,97,"0,5","0,2","0,0","0,0",23,"1,3",https://www.edeka24.de/index.php?cl=details&anid=K89Do1yZQJzhKolGWBzBEd-1&emcs0=3&emcs1=Kategorieseite%20-%20Topseller&emcs2=&emcs3=131230002,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/saupiquetthunfischnaturale185g.jpg
2491,Lebensmittel,Konserven,Fischkonserven,Saupiquet Thunfischfilets Naturale ohne Öl 185G,"3,19 €","24,54 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:17:21.571027,Abtropfgewicht: 130g. Thunfisch-Filets im eigenen Saft - geschnitten.,,"Verantwortliches Lebensmittelunternehmen:
Saupiquet D GmbH, Postfach 9307, 47750 Krefeld","Zutatenverzeichnis: THUNFISCH (Skipjack, Katsuwonus pelamis), Wasser, Salz.","426,5","100,5","0,5","0,2",0,g,24,"1,3",https://www.edeka24.de/index.php?cl=details&anid=faaOlEOZQJzhKolGWBzBEd-1&emcs0=3&emcs1=Kategorieseite%20-%20Topseller&emcs2=&emcs3=131238006,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/saupiquetthunfisch-filetsnaturale185g.jpg
2492,Lebensmittel,Konserven,Fischkonserven,Gut & Günstig Thunfischsalat Mexican Style 160G,"1,69 €","10,56 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:17:24.337765,"Thunfischsalat mit Kidneybohnen, Mais und Roter Paprika","Hinweis zur Aufbewahrung: Trocken lagern. Nach dem Öffnen den Restinhalt der Dose in ein geeignetes Gefäß umfüllen, kühl lagern und alsbaldig verbrauchen.","Verantwortliches Lebensmittelunternehmen:
EDEKA ZENTRALE Stiftung & Co. KG, D-22291 Hamburg","Zutatenverzeichnis: 26% THUNFISCH, 22% Kidneybohnen, 20% Mais, Maiskeimöl, 6% Karotten, 6% rote Paprika, Wasser, Speisesalz, Chilipulver.Das Produkt kann Spuren von HÜHNEREI, GLUTEN, MILCH und SENF enthalten.",852,205,"12,6","1,8","9,5","1,4","11,3",1,https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/Gut-Guenstig-Thunfischsalat-Mexican-Style-160G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/msc_gutampampgamp220nstig_thunfischsalat_mexican_160g.jpg
2493,Lebensmittel,Konserven,Fischkonserven,Gut & Günstig Sardinen in Sonnenblumenöl mit Zitrone 125G,"1,09 €","8,72 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:17:27.014937,Sardinen ohne Haut und ohne Gräten in Sonnenblumenöl mit Zitrone,"Hinweis zur Aufbewahrung: Trocken lagern. Nach dem Öffnen den Restinhalt der Dose in ein geeignetes Gefäß umfüllen, kühl lagern und alsbaldig verbrauchen.","Verantwortliches Lebensmittelunternehmen:
EDEKA ZENTRALE Stiftung & Co. KG, D-22291 Hamburg","Zutatenverzeichnis: 75% SARDINEN, 22% Sonnenblumeöl, 2% Zitrone, Speisesalz.",881,211,"12,9","2,8","0,1",0,"23,6","0,7",https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/Gut-Guenstig-Sardinen-in-Sonnenblumenoel-mit-Zitrone-125G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/gutampampgamp220nstig_sardinen_in_amp214l_mit_zitrone_125g.jpg
2494,Lebensmittel,Konserven,Fischkonserven,Gut & Günstig Thunfischsalat Bulgur 160G,"1,69 €","10,56 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:17:29.556559,"Thunfischsalat mit Bulgur, Paprika, Kichererbsen & Tomaten","Hinweis zur Aufbewahrung: Trocken lagern. Nach dem Öffnen den Restinhalt der Dose in ein geeignetes umfüllen, kühl lagern und alsbaldig verbrauchen.","Verantwortliches Lebensmittelunternehmen:
EDEKA ZENTRALE Stiftung & Co. KG, D-22291 Hamburg","Zutatenverzeichnis: 25% THUNFISCH, Rapsöl, Wasser, 10% BULGUR (HARTWEIZEN), 9% rote Paprika, 8% Zwiebeln, 7% Karotten, 6% Kichererbsen, 6% Tomaten, 4,7% Erbsen, Zitronensaft, Speisesalz, Gewürze, Verdickungsmittel: Xanthan; Gewürzextrakt. Das Produkt kann Spuren von HÜHNEREI, MILCH und SENF enthalten.",782,188,"11,1","0,8","11,2","1,1","9,5","0,9",https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/Gut-Guenstig-Thunfischsalat-Bulgur-160G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/msc_gutampampgamp220nstig_thunfischsalat_bulgur_160g.jpg
2495,Lebensmittel,Konserven,Fischkonserven,EDEKA Thunfischfilets in eigenem Saft und Aufguss 185G,"2,69 €","20,69 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:17:32.351664,"Abtropfgewicht: 130g. Thunfischfilets, geschnitten, in eigenem Saft und Aufguss","Hinweis zur Aufbewahrung: Trocken lagern. Nach dem Öffnen den Restinhalt in ein geeignetes Gefäß umfüllen, kühl lagern und alsbaldig verbrauchen.","Verantwortliches Lebensmittelunternehmen:
EDEKA ZENTRALE Stiftung & Co. KG, D-22291 Hamburg","Zutatenverzeichnis: THUNFISCH, Wasser, Speisesalz.",461,109,"0,5",0,0,0,26,1,https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/EDEKA-Thunfischfilets-in-eigenem-Saft-und-Aufguss-185G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/msc_edeka_thunfischfilets_in_eigenem_saft_und_aufguss_185g.jpg
2496,Lebensmittel,Konserven,Fischkonserven,Rügen Fisch Kieler Sprotten 106G,"1,89 €","17,83 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:17:35.396007,"Kieler Sprotten, geräuchert, ohne Kopf, in Rapsöl und eigenem Saft",,"Verantwortliches Lebensmittelunternehmen:
Rügen Fisch AG, Straße der Jugend 10, 18546 Sassnitz","Zutatenverzeichnis: SPROTTEN (83%), Rapsöl, Speisesalz, Buchenholzrauch.",814,254,20,4,0,0,19,1,https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/Ruegen-Fisch-Kieler-Sprotten-106G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/rfkielersprotten.jpg
2497,Lebensmittel,Konserven,Fischkonserven,Hawesta Heringsfilet Tomaten-Creme 200G,"1,99 €","9,95 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:17:38.269466,Heringsfilets in Tomaten-Creme,,"Verantwortliches Lebensmittelunternehmen:
Hawesta - Feinkost GmbH & Co. KG, 23568 Lübeck","Zutatenverzeichnis: HERINGSFILETS 60% (Clupea harengus), Wasser, Tomatenmark, Rapsöl, Zucker, Branntweinessig, Weinbranntweinessig, Speisesalz, SENF (Wasser, SENFSAATEN, Branntweinessig, Salz, Gewürze, natürliches Aroma), Verdickungsmittel: Guarkernmehl, Johannisbrotkernmehl; modifizierte Stärke, MILCHEIWEIß, Gewürze, Maltodextrin, Dextrose, Aromen (enthalten SELLERIE und SENF). Kann Spuren von GLUTEN, EI, SOJA und LAKTOSE enthalten.",887,214,17,2,"3,6",2,"11,5","0,5",https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/Hawesta-Heringsfilet-Tomaten-Creme-200G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/hawesta_heringsfilet_tomatencreme.jpg
2498,Lebensmittel,Konserven,Fischkonserven,Appel Feuer-Röllchen 200G,"2,49 €","12,45 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:17:41.167631,Zerkleinerte Heringsfilets zu Röllchen geformt in scharfer Schaschlik-Sauce,,"Verantwortliches Lebensmittelunternehmen:
Appel Feinkost GmbH & Co. KG, Neufelder Schanze, 27472 Cuxhaven","Zutatenverzeichnis: HERINGSFILETS (Clupea harengus) (70%), Wasser, Tomatenmark, Zwiebeln, Rapsöl, Zucker, Branntweinessig, Gewürze (enthalten SENF), Mango Chutney (Zucker, Mango, Branntweinessig, Speisesalz, Gewürze), Speisesalz, modifizierte Stärke, MILCHEIWEIß, Verdickungsmittel (Guarkernmehl, Johannisbrotkernmehl, Natriumalginat), Würze, Gewürzextrakte, WEIZENMEHL, MAGERMILCHPULVER.",729,175,"11,2","2,1","5,8","5,6","11,7","1,1",https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/Appel-Feuer-Roellchen-200G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/appelfeuer-rllchen.jpg
2499,Lebensmittel,Konserven,Fischkonserven,Appel zarte Heringsfilets in Eier-Senf-Creme 200G,"2,49 €","12,45 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:17:43.945762,-,,"Verantwortliches Lebensmittelunternehmen:
Appel Feinkost GmbH & Co. KG, Neufelder Schanze, 27472 Cuxhaven","Zutatenverzeichnis: HERINGSFILETS (Clupea harengus) (60%), Wasser, SENF (12,4%) (Wasser, Branntweinessig, SENFSAATEN, Speisesalz, Zucker, Gewürze), Rapsöl, HÜHNEREIGELB (2,4%), Zucker, Branntweinessig, WEIZENSTÄRKE, Speisesalz, Gewürze, Verdickungsmittel Johannisbrotkernmehl.",214,887,"17,1","2,9","2,5","1,8","11,5","1,31",https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/Appel-zarte-Heringsfilets-in-Eier-Senf-Creme-200G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/appel_zarte_heringsfilets_in_eiersenfcreme_200g.jpg
2500,Lebensmittel,Konserven,Fischkonserven,Hawesta Bratheringe in fein-würziger Marinade 500G,"3,19 €","10,63 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:17:46.511561,Abtropfgewicht: 300g. Bratheringe in feingewürzter Marinade,,"Verantwortliches Lebensmittelunternehmen:
Hawesta - Feinkost GmbH & Co. KG, 23568 Lübeck","Zutatenverzeichnis: HERINGE (Clupea harengus), Wasser, Branntweinessig, Zucker, Zwiebeln, Speisesalz, Dextrose, Tomatenmark, gekörnte Brühe (Würze, Speisesalz, Sonnenblumenöl), Gewürzextrakt, Glukosesirup, WEIZENMEHL, Rapsöl, Säureregulator: Natriumcitrate.",212,882,"14,7","4,9","5,1","4,8","14,2","1,7",https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/Hawesta-Bratheringe-in-fein-wuerziger-Marinade-500G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/hawestabratheringe(1).jpg
2501,Lebensmittel,Konserven,Fischkonserven,Appel zarte Heringsfilets in Tomaten-Creme 200G,"2,49 €","12,45 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:17:49.565841,-,,"Verantwortliches Lebensmittelunternehmen:
Appel Feinkost GmbH & Co. KG, Neufelder Schanze, 27472 Cuxhaven","Zutatenverzeichnis: HERINGSFILETS (Clupea harengus) (60%), Tomatenmark (14%), Wasser, Rapsöl, Zucker, Branntweinessig, modifizierte Stärke, Speisesalz, Verdickungsmittel (Guarkernmehl, Johannisbrotkernmehl), Gewürze.",218,906,"16,1","2,7","5,2","4,5",12,"0,98",https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/Appel-zarte-Heringsfilets-in-Tomaten-Creme-200G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/appel_zarte_heringsfilets_in_tomatencreme_200g.jpg
2502,Lebensmittel,Konserven,Fischkonserven,EDEKA Thunfischfilets in Olivenöl 185G,"2,69 €","14,54 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:17:52.734815,"Thunfischfilets, geschnitten, in Olivenöl",Hinweis zur Aufbewahrung: Trocken lagern.,"Verantwortliches Lebensmittelunternehmen:
EDEKA ZENTRALE Stiftung & Co. KG, D-22291 Hamburg","Zutatenverzeichnis: 73% THUNFISCH, 26% Olivenöl, Speisesalz.",792,189,9,"1,5",0,0,27,1,https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/EDEKA-Thunfischfilets-in-Olivenoel-185G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/msc_ethunffilolivoel_185g.jpg
2503,Lebensmittel,Konserven,Fischkonserven,Edeka MSC Thunfischfilets in Olivenöl 2x 80G,"2,69 €","16,81 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:17:56.055942,"Thunfischfilets, geschnitten, in Olivenöl","Hinweis zur Aufbewahrung: Trocken lagern. Nach dem Öffnen den Restinhalt in ein geeignetes Gefäß umfüllen, kühl lagern und alsbaldig verbrauchen.","Verantwortliches Lebensmittelunternehmen:
EDEKA ZENTRALE Stiftung & Co. KG, D-22291 Hamburg","Zutatenverzeichnis: 70% THUNFISCH, 29% Olivenöl, Speisesalz.",792,189,9,"1,5",0,0,27,1,https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/Edeka-MSC-Thunfischfilets-in-Olivenoel-2x-80G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/msc_edeka_thunfischfilets_in_olivenamp246l_2x80g.jpg
2504,Lebensmittel,Konserven,Fischkonserven,EDEKA Thunfischfilets in Sonnenblumenöl 185G,"2,69 €","14,54 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:17:58.993668,"Thunfisch, geschnitten, in Sonnenblumenöl",Hinweis zur Aufbewahrung: Trocken lagern.,"Verantwortliches Lebensmittelunternehmen:
EDEKA ZENTRALE Stiftung & Co. KG, D-22291 Hamburg","Zutatenverzeichnis: 73% THUNFISCH, 26% Sonnenblumenöl, Speisesalz.",189,792,9,"1,5",0,0,27,1,https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/EDEKA-Thunfischfilets-in-Sonnenblumenoel-185G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/msc_ethunffilisboel_185g.jpg
2505,Lebensmittel,Konserven,Fischkonserven,MSC Appel Heringsfilets Harmonie Mango-Curry 200G,"2,49 €","12,45 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:18:01.474335,-,,"Verantwortliches Lebensmittelunternehmen:
Appel Feinkost GmbH & Co. KG., D27472 Cuxhaven","Zutatenverzeichnis: HERINGSFILETS (Clupea harengus) (60%), Wasser, Zucker, Ananas, Bambusstreifen, Rapsöl (3,6%), Mango Chutney (3%) (Zucker, Mango (1%), Branntweinessig, Speisesalz, Gewürze), Branntweinessig, Curry (enthält SELLERIE, SENF), modifizierte Stärke, Speisesalz, Verdickungsmittel (Guarkernmehl, Johannisbrotkernmehl), Gewürze.",797,191,"12,4","2,7","8,1","7,7","10,9","1,23",https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/MSC-Appel-Heringsfilets-Harmonie-Mango-Curry-200G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/msc_appel_heringsfilets_harmonie_mangocurry_200g.jpg
2506,Lebensmittel,Konserven,Fischkonserven,EDEKA Makrelenfilets gegrillt in Olivenöl 120G,"2,59 €","28,78 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:18:04.113180,"Abtropfgewicht 90G. Makrelenfilets gegrillt, in nativem Olivenöl extra","Hinweis zur Aufbewahrung: Trocken lagern. Nach dem Öffnen den Restinhalt der Dose in ein geeignetes Gefäß umfüllen, kühl lagern und alsbaldig verbrauchen.","Verantwortliches Lebensmittelunternehmen:
EDEKA ZENTRALE Stiftung & Co. KG, D-22291 Hamburg","Zutatenverzeichnis: 85% gegrillte MAKRELENFILETS, 15% natives Olivenöl extra.",1171,282,22,"4,9",0,0,21,"0,25",https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/EDEKA-Makrelenfilets-gegrillt-in-Olivenoel-120G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/edeka_gegrillte_makrelenfilets_in_nativem_olivenamp246l_extra_120g.jpg
2507,Lebensmittel,Konserven,Fischkonserven,Appel Muscheln in Tomaten-Sauce 100G,"2,19 €","21,90 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:18:07.455194,-,,"Verantwortliches Lebensmittelunternehmen:
Appel Feinkost GmbH & Co. KG, Neufelder Schanze, 27472 Cuxhaven","Zutatenverzeichnis: MUSCHELFLEISCH gekocht (Mytilus chilensis) (60%), Wasser, Tomatenmark (12%), Rapsöl, Zucker, Speisesalz, Branntweinessig, Stärke, Gewürze, Verdickungsmittel Guarkernmehl, Gewürzextrakt.",532,127,"5,8","0,6","7,1","4,7","10,4","1,43",https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/Appel-Muscheln-in-Tomaten-Sauce-100G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/appelmuschelntom.jpg
2508,Lebensmittel,Konserven,Fischkonserven,Appel zarte Heringsfilets in Paprika-Creme 200G,"2,49 €","12,45 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:18:10.387523,-,,"Verantwortliches Lebensmittelunternehmen:
Appel Feinkost GmbH & Co. KG, Neufelder Schanze, 27472 Cuxhaven","Zutatenverzeichnis: HERINGSFILETS (Clupea harengus) (60%), Wasser, Tomatenmark, Rapsöl, rote und grüne Paprikastücke (5%), Branntweinessig, Zucker, Gewürze, Speisesalz, MILCHEIWEIß, Stärke, Verdickungsmittel Johannisbrotkernmehl.",865,208,"16,1",3,"4,2","3,3","10,7","1,03",https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/Appel-zarte-Heringsfilets-in-Paprika-Creme-200G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/appel_zarte_heringsfilets_in_paprikacreme_200g.jpg
2509,Lebensmittel,Konserven,Fischkonserven,Hawesta Thunfisch Salat Mexico 160G,"3,19 €","19,94 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:18:13.498254,"Thunfischsalat mit roten Bohnen, Mais und feiner Chilinote",,"Verantwortliches Lebensmittelunternehmen:
Hawesta-Feinkost GmbH & Co. KG, Mecklenburger Straße 140-142, 23568 Lübeck","Zutatenverzeichnis: THUNFISCH (26 %), rote Bohnen (24 %), Mais (20 %), Maiskeimöl, rote und grüne Paprikawürfel, Wasser, Salz, Chiligewürzextrakt. Kann Spuren von SENF enthalten.",743,178,11,"1,6","8,4","1,6","9,8","0,9",https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/Hawesta-Thunfisch-Salat-Mexico-160G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/hawestatfsmexico.jpg
2510,Lebensmittel,Konserven,Fischkonserven,Hawesta Heringsbällchen Curry-Exotisch 200G,"2,69 €","13,45 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:18:16.683275,"Heringsfilets, zerkleinert und geformt, in exotisch-tomatiger Curry-Sauce",,"Verantwortliches Lebensmittelunternehmen:
Hawesta-Feinkost GmbH & Co. KG, Mecklenburger Straße 140-142, 23568 Lübeck","Zutatenverzeichnis: Heringsbällchen 50 % (HERING (Clupea harengus) 85 %, Paniermehl (WEIZEN), getrocknete Zwiebeln, HÜHNEREIWEIßPULVER, Pfeffer, MAGERMILCHPULVER), Wasser, Tomatenmark 7 %, Rapsöl, Zucker, Mango-Chutney (Zucker, Mango, Branntweinessig, Salz, Gewürze), Zwiebeln, Gewürze (enthalten SENF), Senf (Wasser, SENFSAATEN, Branntweinessig, Salz, Gewürze), Reisstärke, Branntweinessig, Verdickungsmittel: Guarkernmehl; gekörnte Brühe (Würze, Salz, Sonnenblumenöl), Salz, natürliches Aroma. Kann Spuren von SELLERIE enthalten.",828,199,12,"1,6",13,6,9,"1,1",https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/Hawesta-Heringsbaellchen-Curry-Exotisch-200G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/msc_hawesta_heringsbamp228llchen_curryexotisch_200g.jpg
2511,Lebensmittel,Konserven,Fischkonserven,Appel zarte Heringsfilets in Tomaten-Creme 100G,"1,79 €","17,90 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:18:19.784345,-,,"Verantwortliches Lebensmittelunternehmen:
Appel Feinkost GmbH & Co. KG, Neufelder Schanze, 27472 Cuxhaven","Zutatenverzeichnis: HERINGSFILETS (Clupea harengus) (60%), Tomatenmark (14%), Wasser, Rapsöl, Zucker, Branntweinessig, modifizierte Stärke, Speisesalz, Verdickungsmittel (Guarkernmehl, Johannisbrotkernmehl), Gewürze.",844,203,"14,5","2,3","5,5","4,5","11,6","0,78",https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/Appel-zarte-Heringsfilets-in-Tomaten-Creme-100G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/appelheringtom100.jpg
2512,Lebensmittel,Konserven,Fischkonserven,EDEKA Makrelenfilets gegrillt naturell 120G,"2,59 €","28,78 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:18:22.863428,"Abtropfgewicht 90G. Makrelefilets gegrillt, naturell","Hinweis zur Aufbewahrung: Trocken lagern. Nach dem Öffnen den Restinhalt der Dose in ein geeignetes Gefäß umfüllen, kühl lagern und alsbaldig verbrauchen.","Verantwortliches Lebensmittelunternehmen:
EDEKA ZENTRALE Stiftung & Co. KG, D-22291 Hamburg","Zutatenverzeichnis: 85% gegrillte MAKRELEN (98% MAKRELEN, Speisesalz, Gewürze), Wasser, Speisesalz. Das Produkt kann Spuren von MILCH und SENF enthalten.",1023,246,18,"4,6",0,0,21,"0,52",https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/EDEKA-Makrelenfilets-gegrillt-naturell-120G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/edeka_gegrillte_makrelenfilets_natur_120g.jpg
2513,Lebensmittel,Konserven,Fischkonserven,Hawesta Heringsfilet in Pfeffer-Creme 200G,"1,99 €","9,95 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:18:25.937569,Heringsfilets in Pfeffer-Creme,,"Verantwortliches Lebensmittelunternehmen:
Hawesta - Feinkost GmbH & Co. KG, Mecklenburger Straße 140-142, D-23568 Lübeck","Zutatenverzeichnis: HERINGSFILETS 60% (Clupea harengus), Wasser, Rapsöl, Tomatenmark, Zucker, Weinbranntweinessig, Mango-Chutney (Zucker, Mango, Salz, Essig, Gewürze), Gewürze (enthalten SELLERIE und SENF), Verdickungsmittel: Guarkernmehl, Johannisbrotkernmehl",894,215,17,2,"3,6",2,"11,5","0,5",https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/Hawesta-Heringsfilet-in-Pfeffer-Creme-200G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/hawesta_heringsfilet_in_pfeffercreme.jpg
2514,Lebensmittel,Konserven,Fischkonserven,Saupiquet Thunfisch Naturale ohne Öl 185G,"2,89 €","20,64 €/kg","inkl. MwSt., zzgl. 4.95 € Versandkosten.",lieferbar innerhalb von 2-5 Werktagen,2023-05-03 01:18:28.892364,Abtropfgewicht: 140g. Thunfisch-Stücke in Wasser,,"Verantwortliches Lebensmittelunternehmen:
Saupiquet D GmbH, Postfach 9307, 47750 Krefeld","Zutatenverzeichnis: THUNFISCH (Skipjack, Katsuwonus pelamis), Wasser, Salz.",410,97,"0,5","0,2","0,0","0,0",23,"1,3",https://www.edeka24.de/Lebensmittel/Konserven/Fischkonserven/Saupiquet-Thunfisch-Naturale-ohne-Oel-185G.html,https://www.edeka24.de/out/pictures/generated/product/1/540_540_90/saupiquetthunfischnaturale185g.jpg
